Opportunity Number,Opportunity Title,Agency,Opportunity Status,Posted Date,,Instrument Type,Category,Matching,Award Ceiling,Award Floor
F24AS00062,"F24AS00062 National Fish Passage Program Bipartisan Infrastructure Law: Restoring River, Floodplain, and Coastal Connectivity and Resiliency",DOI-FWS,Posted,10/11/2023,2099-01-01,Cooperative AgreementGrant,Natural Resources,No,10000000,250000

RFA-DK-23-004,Human Islet Research Network - Consortium on Modeling Autoimmune Diabetes (HIRN-CMAD) (UG3/UH3 Clinical Trial Not Allowed),HHS-NIH11,Posted,10/11/2023,2099-01-01,Cooperative Agreement,"Food and Nutrition
Health",No,750000,0

L24AS00048,FY24 IIJA/IRA Bureau of Land Management Oregon/Washington (ORWA) Rangeland Resource Management,DOI-BLM,Posted,10/11/2023,2099-01-01,Cooperative Agreement,Natural Resources,No,300000,5000

L24AS00049,FY24 IIJA/IRA Bureau of Land Management Oregon/Washington (ORWA) Recreation and Visitor Services Program,DOI-BLM,Posted,10/11/2023,2099-01-01,Cooperative Agreement,Natural Resources,No,300000,5000

USDA-FNS-F2S-2024,FY2024 Farm to School Grants,USDA-FNS1,Posted,10/11/2023,2099-01-01,Grant,Food and Nutrition,Yes,500000,1

DE-FOA-0003139,Distributed Energy Systems Demonstrations Funding Opportunity Announcement,DOE-01,Posted,10/11/2023,2099-01-01,Cooperative Agreement,Energy,Yes,25000000,10000000

FTA-2024-002-TPM-RAIL,FY 2024 Competitive Funding Opportunity: Rail Vehicle Replacement Grant Program (RAIL),DOT-FTA,Posted,10/10/2023,2099-01-01,Grant,Transportation,Yes,0,0

PAR-24-047,Revision Applications for Validation of Biomarker Assays Developed Through NIH-Supported Research Grants (R01 Clinical Trial Not Allowed),HHS-NIH11,Posted,10/10/2023,2099-01-01,Grant,"Education
Health",No,150000,0

HHS-2024-ACL-NIDILRR-IFRE-0073,Field Initiated Projects Program (Research),HHS-ACL,Posted,10/10/2023,2099-01-01,Grant,Science and Technology and other Research and Development,No,200000,195000

HHS-2024-ACL-NIDILRR-IFDV-0074,Field Initiated Projects Program (Development),HHS-ACL,Posted,10/10/2023,2099-01-01,Grant,Science and Technology and other Research and Development,No,200000,195000

RFA-AI-23-057,Multidisciplinary Research to Accelerate Hepatitis B Cure in Persons Living with HIV and HBV (U19 Clinical Trial Not Allowed),HHS-NIH11,Posted,10/10/2023,2099-01-01,Cooperative Agreement,Health,No,0,0

NOAA-OAR-SG-2024-24113,FY2024 Sea Grant Programs Only - Disaster Preparedness for Coastal Communities,DOC-DOCNOAAERA,Posted,10/10/2023,03/13/2024,Cooperative AgreementGrant,"Business and Commerce
Science and Technology and other Research and Development",No,200000,160000

RFA-EB-23-006,"Enhancing Biomedical Engineering, Imaging, and Technology Acceleration (BEITA) at Historically Black Colleges and Universities (HBCUs) (UG3/UH3 Clinical Trial Not Allowed)",HHS-NIH11,Posted,10/10/2023,2099-01-01,Cooperative Agreement,Health,No,300000,0

HHS-2024-ACL-AOA-CGPS-0034,"Advancing Aging Network Capacity to Support Family, Kinship and Tribal Family Caregivers: Financial and Workplace Security",HHS-ACL,Posted,10/10/2023,2099-01-01,Cooperative Agreement,Income Security and Social Services,Yes,750000,300000

24-MMR-NOFO-01,U.S. Embassy Rangoon Public Affairs Small Grants Competition,DOS-MMR,Posted,10/09/2023,2099-01-01,Grant,"Other (see text field entitled ""Explanation of Other Category of Funding Activity"" for clarification)",No,99999,5000

72038823RFA00002,USAID Host and Impacted Community Resilience Activity (HICRA),USAID-BAN,Posted,10/09/2023,2099-01-01,Cooperative Agreement,"Other (see text field entitled ""Explanation of Other Category of Funding Activity"" for clarification)",No,70198757,1

EPA-G2023-STAR-J1,"RESEARCH FOR UNDERSTANDING PFAS UPTAKE AND BIOACCUMULATION IN PLANTS AND ANIMALS IN AGRICULTURAL, RURAL, AND TRIBAL COMMUNITIES",EPA,Posted,10/06/2023,2099-01-01,Grant,Environment,No,1600000,0

CDC-RFA-GH-24-0101,Improving Integrated Surveillance Methods and Quality of Public Health Systems to Address HIV in Jamaica and Trinidad & Tobago under the President's Emergency Plan for AIDS Relief (PEPFAR),HHS-CDC-CGH,Forecasted,10/06/2023,2099-01-01,Funding Instrument Type:,Category of Funding Activity:,Cost Sharing or Matching Requirement:, 0, 0

CDC-RFA-GH-24-0102,"Enhance Population Access to Comprehensive HIV/AIDS Services to Achieve HIV/AIDS Epidemic Control in the Democratic Republic of the Congo (DRC), Specifically in Kinshasa Province under the President's Emergency Plan for AIDS Relief (PEPFAR)",HHS-CDC-CGH,Forecasted,10/06/2023,2099-01-01,Funding Instrument Type:,Category of Funding Activity:,Cost Sharing or Matching Requirement:, 0, 0

CDC-RFA-GH-24-0100,"Strengthening Delivery of Quality and Equitable Public Health Services for Prevention, Testing, Care, and Treatment of HIV in Jamaica and Trinidad and Tobago under PEPFAR",HHS-CDC-CGH,Forecasted,10/06/2023,2099-01-01,Funding Instrument Type:,Category of Funding Activity:,Cost Sharing or Matching Requirement:, 0, 0

CDC-RFA-GH-24-0098,Implementing Evidence-Based Prevention Interventions for Key and Priority Populations in the Republic of Rwanda under the President�s Emergency Plan for AIDS Relief (PEPFAR),HHS-CDC-CGH,Forecasted,10/06/2023,2099-01-01,Funding Instrument Type:,Category of Funding Activity:,Cost Sharing or Matching Requirement:, 0, 0

CDC-RFA-GH-24-0099,Strengthening Local and Government Capacity in Mozambique Through Technical Assistance and HIV Service Delivery Support in Zamb�zia Province in Addition to Targeted National Health Information Systems Strengthening under PEPFAR,HHS-CDC-CGH,Forecasted,10/06/2023,2099-01-01,Funding Instrument Type:,Category of Funding Activity:,Cost Sharing or Matching Requirement:, 0, 0

CDC-RFA-GH-24-0097,"Strengthening Laboratory Capacity and Quality for HIV Diagnosis, Care, Treatment, and Monitoring in Malawi under the President's Emergency Plan for AIDS Relief (PEPFAR)",HHS-CDC-CGH,Forecasted,10/06/2023,2099-01-01,Funding Instrument Type:,Category of Funding Activity:,Cost Sharing or Matching Requirement:, 0, 0

CDC-RFA-GH-24-0096,Strengthening Mozambique�s Capacity to Integrate and Sustain High-Quality Laboratory Services and Systems under the President's Emergency Plan for AIDS Relief (PEPFAR),HHS-CDC-CGH,Forecasted,10/06/2023,2099-01-01,Funding Instrument Type:,Category of Funding Activity:,Cost Sharing or Matching Requirement:, 0, 0

CDC-RFA-GH-24-0093,Integrated Data Management and Analysis for Informed Public Health Decision-Making in Ukraine under the President's Emergency Plan for AIDS Relief (PEPFAR),HHS-CDC-CGH,Forecasted,10/06/2023,2099-01-01,Funding Instrument Type:,Category of Funding Activity:,Cost Sharing or Matching Requirement:, 0, 0

CDC-RFA-GH-24-0094,"Enhancing HIV Prevention, Care and Treatment Services through Patient Empowerment, Community Engagement and Improved Public Health Information Systems in Ukraine under the President's Emergency Plan for AIDS Relief (PEPFAR)",HHS-CDC-CGH,Forecasted,10/06/2023,2099-01-01,Funding Instrument Type:,Category of Funding Activity:,Cost Sharing or Matching Requirement:, 0, 0

HQ003423NFOEASD19,"OSD ManTech Program, Manufacturing Education and Workforce Development",DOD-WHS,Posted,10/06/2023,2099-01-01,Cooperative Agreement,"Other (see text field entitled ""Explanation of Other Category of Funding Activity"" for clarification)",No,18000000,0

PAR-23-308,Comprehensive Partnerships to Advance Cancer Health Equity (CPACHE) (U54 Clinical Trial Optional),HHS-NIH11,Posted,10/05/2023,2099-01-01,Cooperative Agreement,"Education
Health",No,1700000,0

PAR-23-306,Biomedical Research Facilities (C06 Clinical Trial Not Allowed),HHS-NIH11,Posted,10/05/2023,2099-01-01,Grant,Health,Yes,0,0

PAR-24-033,Limited Competition: Development and Renovation of Facilities for Expanding the Breeding Capacity of Specific Pathogen Free Non-Human Primates to Support HIV/AIDS-related Research (C06 Clinical Trial Not Allowed),HHS-NIH11,Posted,10/05/2023,2099-01-01,Grant,Health,Yes,0,0

PD-23-277Y,Research Infrastructure in the Social and Behavioral Sciences,NSF,Posted,10/05/2023,2099-01-01,Grant,Science and Technology and other Research and Development,No,2000000,400000

HHS-2024-ACL-NIDILRR-ARCP-0064,Advanced Rehabilitation Research Training (ARRT) Program - Community Living and Participation,HHS-ACL,Posted,10/05/2023,12/04/2023,Grant,Science and Technology and other Research and Development,No,200000,195000

HHS-2024-ACL-NIDILRR-ARHF-0066,Advanced Rehabilitation Research Training (ARRT) Program - Health and Function,HHS-ACL,Posted,10/05/2023,12/04/2023,Grant,Science and Technology and other Research and Development,No,200000,195000

HHS-2024-ACL-NIDILRR-AREM-0065,Advanced Rehabilitation Research Training (ARRT) Program - Employment,HHS-ACL,Posted,10/05/2023,12/04/2023,Grant,Science and Technology and other Research and Development,No,200000,195000

EPA-REGIX-WPDG-23-24,Region 9 Fiscal Year 2023 Wetland Program Development Grants,EPA,Posted,10/05/2023,11/20/2023,Cooperative AgreementGrant,Environment,Yes,3292443,0

CDC-RFA-GH-24-0072,Expansion of Community HIV Response in Nigeria through Civil Society Organizations under the President's Emergency Plan for AIDS Relief (PEPFAR),HHS-CDC-CGH,Forecasted,10/05/2023,2099-01-01,Funding Instrument Type:,Category of Funding Activity:,Cost Sharing or Matching Requirement:, 0, 0

CDC-RFA-GH-24-0073,Building and Improving Integrated Laboratory Capacity and Quality Services in the Democratic Republic of the Congo (DRC) under the President's Emergency Plan for AIDS Relief (PEPFAR),HHS-CDC-CGH,Forecasted,10/05/2023,2099-01-01,Funding Instrument Type:,Category of Funding Activity:,Cost Sharing or Matching Requirement:, 0, 0

CDC-RFA-GH-24-0074,"Enhance Population Access to Comprehensive HIV/AIDS Services to Achieve HIV/AIDS Epidemic Control in the Democratic Republic of the Congo (DRC), Specifically in Haut-Katanga Province under the President's Emergency Plan for AIDS Relief (PEPFAR)",HHS-CDC-CGH,Forecasted,10/05/2023,2099-01-01,Funding Instrument Type:,Category of Funding Activity:,Cost Sharing or Matching Requirement:, 0, 0

CDC-RFA-GH-24-0075,"Targeted Support for Improving HIV Treatment Continuity, Ensuring Availability of Alternate Secure HIV Drug Delivery Points and Services, and Building Capacity of Communities in Haiti under the President's Emergency Plan for AIDS Relief (PEPFAR)",HHS-CDC-CGH,Forecasted,10/05/2023,2099-01-01,Funding Instrument Type:,Category of Funding Activity:,Cost Sharing or Matching Requirement:, 0, 0

CDC-RFA-GH-24-0076,"Promoting Person-Centered Care through Strengthening Vietnamese Technical Assistance Capacity, Biomedical Innovation, and Community-Facility Linkages under the President�s Emergency Plan for AIDS Relief (PEPFAR)",HHS-CDC-CGH,Forecasted,10/05/2023,2099-01-01,Funding Instrument Type:,Category of Funding Activity:,Cost Sharing or Matching Requirement:, 0, 0

CDC-RFA-GH-24-0090,"Strengthening the Government of Lesotho�s National and District HIV and TB Programming through Advancing Health Information Systems, Case-Based Surveillance, Monitoring, Evaluation and Quality Improvement Support under PEPFAR",HHS-CDC-CGH,Forecasted,10/05/2023,2099-01-01,Funding Instrument Type:,Category of Funding Activity:,Cost Sharing or Matching Requirement:, 0, 0

CDC-RFA-GH-24-0092,"Develop, Implement, and Sustain High-Quality Comprehensive Facility and Community-Based HIV 95-95-95 Cascade Activities for Children, Adolescents, and Adults in Cameroon under the President's Emergency Plan for AIDS Relief (PEPFAR)",HHS-CDC-CGH,Forecasted,10/05/2023,2099-01-01,Funding Instrument Type:,Category of Funding Activity:,Cost Sharing or Matching Requirement:, 0, 0

PAR-23-228,National Institute of General Medical Sciences Predoctoral Basic Biomedical Sciences Research Training Program (T32),HHS-NIH11,Posted,10/05/2023,09/25/2026,Grant,Health,No,0,0

CDC-RFA-GH-24-0091,Strengthening National Strategic Information Capacities for HIV and TB in Tanzania under the President's Emergency Plan for AIDS Relief (PEPFAR),HHS-CDC-CGH,Forecasted,10/05/2023,2099-01-01,Funding Instrument Type:,Category of Funding Activity:,Cost Sharing or Matching Requirement:, 0, 0

RFA-DA-25-011,"Exploratory studies to investigate mechanisms of HIV infection, replication, latency, and/or pathogenesis in the context of substance use disorders (R01 Clinical Trial Not Allowed)",HHS-NIH11,Posted,10/05/2023,08/14/2025,Grant,"Education
Health",No,700000,0

RFA-OD-24-002,R25 for Short Courses on Techniques for Measuring Intimate Partner Violence (IPV) in Different Populations (R25 Clinical Trial Not Allowed),HHS-NIH11,Posted,10/04/2023,12/01/2023,Grant,"Education
Health
Income Security and Social Services",No,0,0

PAR-24-037,HIV Vaccine Research and Design (HIVRAD) Program (P01 Clinical Trial Not Allowed),HHS-NIH11,Posted,10/04/2023,03/13/2026,Grant,Health,No,2500000,0

P23AS00501,FY2023 Historic Preservation Fund - Historically Black Colleges and Universities Grants,DOI-NPS,Posted,10/04/2023,01/17/2024,Grant,"Other (see text field entitled ""Explanation of Other Category of Funding Activity"" for clarification)",No,750000,50000

SFOP0010084,DRL Internet Freedom Annual Program Statement,DOS-DRL,Posted,10/04/2023,01/05/2024,Grant,"Other (see text field entitled ""Explanation of Other Category of Funding Activity"" for clarification)",No,3000000,500000

RFA-DA-25-059,"Ending the Epidemic: New Models of Integrated HIV/AIDS, Addiction, and Primary Care Services (R34 Clinical Trial Optional)",HHS-NIH11,Posted,10/04/2023,03/19/2025,Grant,"Education
Health",No,459000,0

G24AS00500,Cooperative Research Units Program Department of the Interior Geological Survey,DOI-USGS1,Posted,10/04/2023,07/24/2024,Cooperative Agreement,Science and Technology and other Research and Development,No,100000,0

OFOP0001251,U.S. Embassy Bridgetown PAS Annual Program Statement,DOS-BRB,Posted,10/03/2023,09/30/2024,Cooperative Agreement,"Other (see text field entitled ""Explanation of Other Category of Funding Activity"" for clarification)",No,24000,1000

P23AS00499,FY2023 Historic Preservation Fund- Save America's Treasures Preservation Grants,DOI-NPS,Posted,10/03/2023,12/19/2023,Grant,"Other (see text field entitled ""Explanation of Other Category of Funding Activity"" for clarification)",Yes,750000,125000

P23AS00500,FY2023 Historic Preservation Fund- Save America's Treasures Collection Grants,DOI-NPS,Posted,10/03/2023,12/19/2023,Grant,"Other (see text field entitled ""Explanation of Other Category of Funding Activity"" for clarification)",Yes,750000,25000

TI-24-010,"Screening, Brief Intervention, and Referral to Treatment (SBIRT)",HHS-SAMHS-SAMHSA,Forecasted,10/03/2023,2099-01-01,Funding Instrument Type:,Category of Funding Activity:,Cost Sharing or Matching Requirement:,0,0

80JSC024NA001,2024 Human Exploration Research Opportunities (HERO) Overview,NASA-JSC,Posted,10/03/2023,09/30/2024,Cooperative AgreementGrantProcurement Contract,Science and Technology and other Research and Development,No,0,0

NOAA-NOS-IOOS-2024-2008197,FY2024 Coastal and Ocean Modeling Testbed Project,DOC,Posted,10/03/2023,02/26/2024,Cooperative Agreement,"Environment
Natural Resources",No,300000,100000

CDC-RFA-GH-24-0069,"Strengthening Capacity of Central Asia and Eastern Europe Countries to Implement Sustainable and Effective HIV/AIDS Prevention, Care, and Treatment and Health Security Programs under PEPFAR",HHS-CDC-CGH,Forecasted,10/03/2023,2099-01-01,Funding Instrument Type:,Category of Funding Activity:,Cost Sharing or Matching Requirement:, 0, 0

CDC-RFA-GH-24-0071,"Clinical and Public Health Curriculum Development, Training, Mentoring, and Implementation of Continuous Quality Improvement for the Haitian Healthcare System under the President's Emergency Plan for AIDS Relief (PEPFAR)",HHS-CDC-CGH,Forecasted,10/03/2023,2099-01-01,Funding Instrument Type:,Category of Funding Activity:,Cost Sharing or Matching Requirement:, 0, 0

RFA-IP-24-046,Nationwide Cohort to Estimate Burden of Respiratory Viruses and Immunologic Response (Blood Donor Cohort),HHS-CDC-HHSCDCERA,Forecasted,10/03/2023,2099-01-01,Funding Instrument Type:,Category of Funding Activity:,Cost Sharing or Matching Requirement:, 4500000, 3000000

RFA-IP-24-045,Network of Community Cohorts for Monitoring Changes in Respiratory Virus Epidemiology (Pandemic Preparedness Cohorts),HHS-CDC-HHSCDCERA,Forecasted,10/03/2023,2099-01-01,Funding Instrument Type:,Category of Funding Activity:,Cost Sharing or Matching Requirement:, 20050000, 15035000

RFA-PS-24-038,Demonstration Projects to Research and Evaluate Strategies Aligned with CDC�s What Works in Schools Approach,HHS-CDC-HHSCDCERA,Forecasted,10/03/2023,2099-01-01,Funding Instrument Type:,Category of Funding Activity:,Cost Sharing or Matching Requirement:, 500000, 350000

N0001424SBC01,Basic Research for Electro-Optic/Infrared (EO/IR) Sensors and Sensor Processing,DOD-ONR,Posted,10/03/2023,12/18/2023,Grant,Science and Technology and other Research and Development,No,0,0

RFA-OD-24-001,Career Enhancement Award to Advance the Study of Intimate Partner Violence (IPV) in the Context of Maternal Morbidity and Mortality Research (K18 Clinical Trial Not Allowed),HHS-NIH11,Posted,10/03/2023,12/01/2023,Grant,"Education
Health
Income Security and Social Services",No,0,0

RFA-DP-24-062,Health Promotion and Disease Prevention Research Centers: 2024 Special Interest Project Competitive Supplements (SIPS),HHS-CDC-HHSCDCERA,Forecasted,10/03/2023,2099-01-01,Funding Instrument Type:,Category of Funding Activity:,Cost Sharing or Matching Requirement:, 675000, 0

RFA-CA-23-041,Single Source: Human Tumor Atlas Network Data Coordinating Center (HTAN-DCC; U24 Clinical Trial Not Allowed),HHS-NIH11,Posted,10/03/2023,12/05/2023,Cooperative Agreement,"Education
Health",No,1800000,0

RFA-CA-23-040,Pre-Cancer Atlas (PCA) Research Centers (U01 Clinical Trial Not Allowed),HHS-NIH11,Posted,10/03/2023,12/05/2023,Cooperative Agreement,"Education
Health",No,800000,0

RFA-CA-23-039,Human Tumor Atlas (HTA) Research Centers (U01 Clinical Trial Not Allowed),HHS-NIH11,Posted,10/03/2023,12/05/2023,Cooperative Agreement,"Education
Health",No,800000,0
